Ano;Semestre;Nome Mantenedora;C�digo e-MEC da Mantenedora;CNPJ da mantenedora;Nome da IES;C�digo e-MEC da IES;Organiza��o Acad�mica da IES;UF da IES;Munic�pio da IES;Nome do Local de oferta;C�digo do Local de Oferta;Munic�pio do Local de Oferta;UF do Local de Oferta;Nome da Microrregi�o;C�digo da Microrregi�o;C�digo da Mesorregi�o;Nome da Mesorregi�o;�rea do conhecimento;Sub�rea do conhecimento;C�digo do Grupo de Prefer�ncia;Nota de Corte Grupo Prefer�ncia;C�digo do Curso;Nome do Curso;Turno;Grau;Conceito;Vagas autorizadas e-mec;Vagas ofertadas FIES;Vagas al�m da Oferta;Vagas ocupadas;Valor bruto do curso;1 Semestre Bruto;2 Semestre Bruto;3 Semestre Bruto;4 Semestre Bruto;5 Semestre Bruto;6 Semestre Bruto;7 Semestre Bruto;8 Semestre Bruto;9 Semestre Bruto;10 Semestre Bruto;11 Semestre Bruto;12 Semestre Bruto;Valor do curso para o FIES;�ndice de corre��o - IPCA;1 Semestre FIES;2 Semestre FIES;3 Semestre FIES;4 Semestre FIES;5 Semestre FIES;6 Semestre FIES;7 Semestre FIES;8 Semestre FIES;9 Semestre FIES;10 Semestre FIES;11 Semestre FIES;12 Semestre FIES
2021;1;FACULDADE VALE DO ACO LTDA;15886;12513048000182;FACULDADE VALE DO A�O;18253;Faculdade;MA;A�ail�ndia;UNIDADE SEDE;1061725;A�ail�ndia;MA;Imperatriz;21009;2102;Oeste Maranhense;CURSOS DA �REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;118342;457,76;1404574;PEDAGOGIA;MATUTINO;Licenciatura;5;100;50;50;0;44.628,96;5.578,62;5.578,62;5.578,62;5.578,62;5.578,62;5.578,62;5.578,62;5.578,62;-;-;-;-;29.614,56;100%;3.701,82;3.701,82;3.701,82;3.701,82;3.701,82;3.701,82;3.701,82;3.701,82;-;-;-;-
2021;1;SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA;119;34075739000184;Centro Universit�rio Est�cio de Belo Horizonte - Est�cio BH;1509;Centro Universit�rio;MG;Belo Horizonte;PRADO;2905;Belo Horizonte;MG;Belo Horizonte;31030;3107;Metropolitana de Belo Horizonte;CURSOS DA �REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;HIST�RIA (LIC), GEOGRAFIA (LIC), EDUCA��O F�SICA (LIC) E CURSOS RELACIONADOS;119722;574,40;366629;EDUCA��O F�SICA;MATUTINO;Bacharelado;3;100;30;70;1;59.650,32;7.456,29;7.456,29;7.456,29;7.456,29;7.456,29;7.456,29;7.456,29;7.456,29;-;-;-;-;41.755,20;500%;5.219,40;5.219,40;5.219,40;5.219,40;5.219,40;5.219,40;5.219,40;5.219,40;-;-;-;-
2021;1;AMC - SERVICOS EDUCACIONAIS LTDA;143;43045772000152;UNIVERSIDADE S�O JUDAS TADEU;203;Universidade;SP;S�o Paulo;UNIDADE SEDE;657779;S�o Paulo;SP;S�o Paulo;35061;3515;Metropolitana de S�o Paulo;DIVERSAS �REAS;MEDICINA VETERIN�RIA;121010;553,10;1314224;MEDICINA VETERINÁRIA;MATUTINO;Bacharelado;4;120;48;0;0;240.660,00;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;-;-;240.660,00;300%;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;24.066,00;-;-
2021;1;SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA;119;34075739000184;UNIVERSIDADE EST�CIO DE S�;163;Universidade;RJ;Rio de Janeiro;NOVA IGUA�U;2744;Nova Igua�u;RJ;Rio de Janeiro;33018;3306;Metropolitana do Rio de Janeiro;CURSOS DA �REA DE ENGENHARIA E CI�NCIA DA COMPUTA��O;ENGENHARIA DE PRODU��O, DE MATERIAIS E CURSOS RELACIONADOS;120250;522,28;1486701;AUTOMA��O INDUSTRIAL;MATUTINO;Tecnol�gico;Autorizado;50;12;38;0;27.766,26;4.627,71;4.627,71;4.627,71;4.627,71;4.627,71;4.627,71;-;-;-;-;-;-;19.436,40;500%;3.239,40;3.239,40;3.239,40;3.239,40;3.239,40;3.239,40;-;-;-;-;-;-
2021;1;INSTITUTO DE GESTAO EDUCACIONAL SIGNORELLI LTDA.;3266;07436988000185;FACULDADE INTERNACIONAL SIGNORELLI;5105;Faculdade;RJ;Rio de Janeiro;CAMPUS- RIO DE JANEIRO - FREGUESIA DE JACAREPAGU�;660018;Rio de Janeiro;RJ;Rio de Janeiro;33018;3306;Metropolitana do Rio de Janeiro;CURSOS DA �REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;120280;582,06;120127;PEDAGOGIA;NOTURNO;Licenciatura;4;100;10;0;0;52.082,64;5.760,00;6.778,92;6.778,92;5.649,12;6.778,92;6.778,92;6.778,92;6.778,92;-;-;-;-;26.041,32;150%;2.880,00;3.389,46;3.389,46;2.824,56;3.389,46;3.389,46;3.389,46;3.389,46;-;-;-;-
2021;1;INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME;1564;04670333000189;CENTRO UNIVERSI�RIO UNIFTC DE FEIRA DE SANTANA;1053;Centro Universit�rio;BA;Feira de Santana;CAMPUS- FEIRA DE SANTANA - SIM;658223;Feira de Santana;BA;Feira de Santana;29012;2903;Centro Norte Baiano;DIVERSAS �REAS;MEDICINA VETERIN�RIA;119291;573,18;112532;MEDICINA VETERIN�RIA;MATUTINO;Bacharelado;3;100;30;0;6;139.444,20;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;-;-;139.444,20;200%;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;13.944,42;-;-
2021;1;AMC - SERVICOS EDUCACIONAIS LTDA;143;43045772000152;UNIVERSIDADE S�O JUDAS TADEU;203;Universidade;SP;S�o Paulo;UNIDADE VILA LEOPOLDINA;1095581;S�o Paulo;SP;S�o Paulo;35061;3515;Metropolitana de S�o Paulo;CURSOS DA �REA DE ENGENHARIA E CI�NCIA DA COMPUTA��O;ENGENHARIA EL�TRICA, ELETR�NICA, DA COMPUTA��O E CURSOS RELACIONADOS;120938;529,60;1474136;ENGENHARIA DE COMPUTA��O;NOTURNO;Bacharelado;Autorizado;40;10;0;0;136.620,00;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;-;-;136.620,00;300%;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;13.662,00;-;-
2021;1;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;16452;04310392000146;FACULDADE ANHANGUERA DE S�O JOS�-SC;2324;Faculdade;SC;S�o Jos�;UNIDADE SEDE;659091;S�o Jos�;SC;Florian�polis;42016;4205;Grande Florian�polis;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM�CIA, NUTRI��O E CURSOS RELACIONADOS;121509;572,62;1058962;FISIOTERAPIA;NOTURNO;Bacharelado;3;70;21;49;0;82.539,78;9.310,74;7.489,26;7.883,22;7.911,24;8.824,98;7.550,40;7.656,60;8.342,40;9.565,14;8.005,80;-;-;52.386,59;125%;4.793,76;4.194,00;4.294,13;3.889,35;6.244,79;5.302,67;5.418,00;5.858,87;6.768,54;5.622,48;-;-
2021;1;PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA;1204;03239470000109;FACULDADE PIT�GORAS DE S�O LUIZ;4865;Faculdade;MA;S�o Lu�s;UNIDADE ACAD�MICA;1056034;S�o Lu�s;MA;Aglomera��o Urbana de S�o Lu�s;21002;2101;Norte Maranhense;DIVERSAS �REAS;CI�NCIAS SOCIAIS, POL�TICAS, ECON�MICAS E CONT�BEIS, PSICOLOGIA E SECRETARIADO;118298;568,62;123363;PSICOLOGIA;MATUTINO;Bacharelado;4;109;43;66;1;113.094,12;8.521,86;7.865,64;8.712,48;9.143,16;9.324,18;11.820,60;15.328,14;14.348,40;15.469,86;12.559,80;-;-;75.997,83;125%;5.454,00;5.034,00;5.424,05;4.495,01;6.598,04;8.301,60;10.846,58;10.076,90;10.946,88;8.820,77;-;-
2021;1;CESG - CENTRO DE EDUCACAO SUPERIOR DE GUANAMBI LTDA;1329;04097860000146;Centro Universit�rio FG;2023;Centro Universit�rio;BA;Guanambi;Campus FG;1065295;Guanambi;BA;Guanambi;29026;2906;Centro Sul Baiano;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM�CIA, NUTRI��O E CURSOS RELACIONADOS;119443;542,02;1086150;FARM�CIA;MATUTINO;Bacharelado;4;50;20;0;3;75.480,00;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;-;-;75.480,00;300%;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;7.548,00;-;-
2021;1;IPE EDUCACIONAL LTDA;245;08679557000102;CENTRO UNIVERSIT�RIO DE JO�O PESSOA;352;Centro Universit�rio;PB;Jo�o Pessoa;CAMPUS UNIP�;657848;Jo�o Pessoa;PB;Jo�o Pessoa;25022;2504;Mata Paraibana;CURSOS DA �REA DE ENGENHARIA E CI�NCIA DA COMPUTA��O;ENGENHARIA MEC�NICA, AERON�UTICA, NAVAL E CURSOS RELACIONADOS;118818;508,40;1457853;ENGENHARIA MEC�NICA;NOTURNO;Bacharelado;Autorizado;100;25;0;0;84.128,40;8.412,84;8.412,84;8.412,84;8.412,84;8.412,84;8.412,84;8.412,84;8.412,84;8.412,84;8.412,84;-;-;72.264,90;300%;5.392,62;3.571,74;4.410,66;8.412,84;8.412,84;8.412,84;8.412,84;8.412,84;8.412,84;8.412,84;-;-
2021;1;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;16452;04310392000146;CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE;926;Centro Universit�rio;MS;Campo Grande;CHÁCARA DAS MANSÿES (SEDE);30981;Campo Grande;MS;Campo Grande;50004;5002;Centro Norte de Mato Grosso do S;DIVERSAS �REAS;CI�NCIAS SOCIAIS, POL�TICAS, ECON�MICAS E CONT�BEIS, PSICOLOGIA E SECRETARIADO;121833;610,66;1404664;PSICOLOGIA;NOTURNO;Bacharelado;4;100;40;60;0;86.225,58;9.203,58;8.560,74;10.711,26;8.250,00;8.250,00;8.250,00;8.250,00;8.250,00;8.250,00;8.250,00;-;-;44.173,94;125%;5.154,00;4.794,00;5.834,64;4.055,90;4.055,90;4.055,90;4.055,90;4.055,90;4.055,90;4.055,90;-;-
2021;1;INSTITUTO METROPOLITANO DE EDUCACAO E CULTURA LTDA - ME;3550;08814347000180;FACULDADE METROPOLITANA DE AN�POLIS;11544;Faculdade;GO;An�polis;UNIDADE SEDE;131757;An�polis;GO;An�polis;52007;5203;Centro Goiano;CURSOS DA �REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;122083;586,96;1204898;PEDAGOGIA;MATUTINO;Licenciatura;4;60;24;36;0;23.627,04;2.953,38;2.953,38;2.953,38;2.953,38;2.953,38;2.953,38;2.953,38;2.953,38;-;-;-;-;21.264,32;100%;2.658,04;2.658,04;2.658,04;2.658,04;2.658,04;2.658,04;2.658,04;2.658,04;-;-;-;-
2021;1;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;16452;04310392000146;FACULDADE ANHANGUERA DE OSASCO;1345;Faculdade;SP;Osasco;OSASCO;1060971;Osasco;SP;Osasco;35057;3515;Metropolitana de S�o Paulo;CURSOS DA �REA DE ENGENHARIA E CI�NCIA DA COMPUTA��O;ENGENHARIA MEC�NICA, AERON�UTICA, NAVAL E CURSOS RELACIONADOS;120936;522,62;1205567;ENGENHARIA MEC�NICA;NOTURNO;Bacharelado;3;50;15;35;0;85.473,48;7.757,16;7.328,58;9.415,08;7.911,24;7.157,10;7.068,60;8.640,72;9.952,80;10.758,00;9.484,20;-;-;54.662,54;125%;4.134,18;4.104,00;5.128,56;3.889,35;5.064,53;4.964,27;6.114,38;6.989,85;7.612,65;6.660,77;-;-
2021;1;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;545;02608755000107;Faculdade Est�cio do Par� - Est�cio FAP;2036;Faculdade;PA;Bel�m;PAR�;658950;Bel�m;PA;Bel�m;15007;1503;Metropolitana de Bel�m;DIVERSAS �REAS;COMUNICA��O SOCIAL, JORNALISMO, PUBLICIDADE, MARKETING E CURSOS RELACIONADOS;118108;523,96;80834;PUBLICIDADE E PROPAGANDA;MATUTINO;Bacharelado;4;100;40;60;2;63.764,56;7.970,57;7.970,57;7.970,57;7.970,57;7.970,57;7.970,57;7.970,57;7.970,57;-;-;-;-;44.635,20;500%;5.579,40;5.579,40;5.579,40;5.579,40;5.579,40;5.579,40;5.579,40;5.579,40;-;-;-;-
2021;1;IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.;545;02608755000107;CENTRO UNIVERSIT�RIO EST�CIO DE SERGIPE;2122;Centro Universit�rio;SE;Aracaju;ARACAJU;100687;Aracaju;SE;Aracaju;28011;2803;Leste Sergipano;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM�CIA, NUTRI��O E CURSOS RELACIONADOS;119142;594,28;107658;FISIOTERAPIA;NOTURNO;Bacharelado;3;125;37;88;3;75.420,00;7.542,00;7.542,00;7.542,00;7.542,00;7.542,00;7.542,00;7.542,00;7.542,00;7.542,00;7.542,00;-;-;52.794,00;500%;5.279,40;5.279,40;5.279,40;5.279,40;5.279,40;5.279,40;5.279,40;5.279,40;5.279,40;5.279,40;-;-
2021;1;SOCIEDADE EDUCACIONAL ARNALDO HORACIO FERREIRA S/C LTDA;2477;06163776000109;CENTRO UNIVERSIT�RIO ARNALDO HOR�CIO FERREIRA;3921;Centro Universit�rio;BA;Lu�s Eduardo Magalh�es;CAMPUS- LU�S EDUARDO MAGALH�ES - MIMOSO DO OESTE;659664;Lu�s Eduardo Magalh�es;BA;Barreiras;29001;2901;Extremo Oeste Baiano;DIVERSAS �REAS;ADMINISTRA��O, ADMINISTRA��O P�BLICA, GEST�O, LOG�STICA, NEG�CIOS E CURSOS RELACIONADOS;119212;489,70;91093;ADMINISTRA��O;NOTURNO;Bacharelado;4;100;40;0;0;35.808,00;4.476,00;4.476,00;4.476,00;4.476,00;4.476,00;4.476,00;4.476,00;4.476,00;-;-;-;-;32.208,00;0%;4.026,00;4.026,00;4.026,00;4.026,00;4.026,00;4.026,00;4.026,00;4.026,00;-;-;-;-
2021;1;INFNET EDUCACAO LTDA.;2519;00673757000146;INSTITUTO INFNET RIO DE JANEIRO;3998;Faculdade;RJ;Rio de Janeiro;UNIDADE SEDE - CENTRO;1039739;Rio de Janeiro;RJ;Rio de Janeiro;33018;3306;Metropolitana do Rio de Janeiro;DIVERSAS �REAS;COMUNICA��O SOCIAL, JORNALISMO, PUBLICIDADE, MARKETING E CURSOS RELACIONADOS;120298;550,36;1104005;COMUNICA��O SOCIAL - PUBLICIDADE E PROPAGANDA;MATUTINO;Bacharelado;5;50;25;24;0;78.947,04;9.868,38;9.868,38;9.868,38;9.868,38;9.868,38;9.868,38;9.868,38;9.868,38;-;-;-;-;55.262,88;1%;6.907,86;6.907,86;6.907,86;6.907,86;6.907,86;6.907,86;6.907,86;6.907,86;-;-;-;-
2021;1;SOCIEDADE UNIFICADA DE EDUCACAO DE EXTREMA;1477;03769327000110;FACULDADE DE CI�NCIAS SOCIAIS APLICADAS DE EXTREMA;2270;Faculdade;MG;Extrema;CAMPUS- EXTREMA - VILA RICA;659064;Extrema;MG;Pouso Alegre;31052;3110;Sul/Sudoeste de Minas;DIVERSAS �REAS;DIREITO, COM�RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;119899;624,76;91913;DIREITO;NOTURNO;Bacharelado;4;100;26;0;0;59.224,70;5.922,47;5.922,47;5.922,47;5.922,47;5.922,47;5.922,47;5.922,47;5.922,47;5.922,47;5.922,47;-;-;47.916,70;100%;4.791,67;4.791,67;4.791,67;4.791,67;4.791,67;4.791,67;4.791,67;4.791,67;4.791,67;4.791,67;-;-
2021;1;DIDACIEBE CENTRO INTEGRADO DE EDUCACAO BRASIL - EUROPA LTDA;2523;06260213000139;FATECE - FACULDADE DE TECNOLOGIA, CI�NCIAS E EDUCA��O;4007;Faculdade;SP;Pirassununga;UNIDADE- PIRASSUNUNGA - JARDIM URUP�S;702273;Pirassununga;SP;Pirassununga;35029;3507;Campinas;CURSOS DA �REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;120628;558,48;105992;PEDAGOGIA;NOTURNO;Licenciatura;4;100;3;3;0;38.912,16;5.558,88;5.558,88;5.558,88;5.558,88;5.558,88;5.558,88;5.558,88;-;-;-;-;-;25.026,75;100%;3.575,25;3.575,25;3.575,25;3.575,25;3.575,25;3.575,25;3.575,25;-;-;-;-;-
2021;1;SOCIEDADE DE PESQUISA EDUCACAO E CULTURA, DR. APARICIO CARVALHO DE MORAES LTDA;757;01129686000188;CENTRO UNIVERSIT�RIO APAR�CIO CARVALHO;1087;Centro Universit�rio;RO;Porto Velho;UNIDADE- PORTO VELHO - JARDIM ELDORADO;658249;Porto Velho;RO;Porto Velho;11001;1101;Madeira-Guapor�;DIVERSAS �REAS;CI�NCIAS BIOL�GICAS (BEL), BIOMEDICINA, BIOTECNOLOGIA E CURSOS RELACIONADOS;117886;519,70;94221;BIOMEDICINA;VESPERTINO;Bacharelado;4;100;40;0;1;81.264,00;10.158,00;10.158,00;10.158,00;10.158,00;10.158,00;10.158,00;10.158,00;10.158,00;-;-;-;-;77.200,80;100%;9.650,10;9.650,10;9.650,10;9.650,10;9.650,10;9.650,10;9.650,10;9.650,10;-;-;-;-
2021;1;FACULDADE DE CIENCIAS E TECNOLOGIA DO MARANHAO LTDA;3169;08074032000143;Centro Universit�rio de Ci�ncias e Tecnologia do Maranh�o;4964;Centro Universit�rio;MA;Caxias;CAXIAS-CENTRO;105246;Caxias;MA;Caxias;21017;2104;Leste Maranhense;CURSOS DA �REA DE ENGENHARIA E CI�NCIA DA COMPUTA��O;ENGENHARIA EL�TRICA, ELETR�NICA, DA COMPUTA��O E CURSOS RELACIONADOS;118381;513,72;1456864;ENGENHARIA EL�TRICA;NOTURNO;Bacharelado;Autorizado;100;25;25;2;75.900,30;7.590,03;7.590,03;7.590,03;7.590,03;7.590,03;7.590,03;7.590,03;7.590,03;7.590,03;7.590,03;-;-;74.382,30;225%;7.438,23;7.438,23;7.438,23;7.438,23;7.438,23;7.438,23;7.438,23;7.438,23;7.438,23;7.438,23;-;-
2021;1;ASSOCIACAO DE ENSINO DE RIBEIRAO PRETO;147;55983670000167;UNIVERSIDADE DE RIBEIR�O PRETO;208;Universidade;SP;Ribeir�o Preto;GUARUJ�;692522;Guaruj�;SP;Santos;35063;3515;Metropolitana de S�o Paulo;CURSOS DA �REA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR;HIST�RIA (LIC), GEOGRAFIA (LIC), EDUCA��O F�SICA (LIC) E CURSOS RELACIONADOS;120958;574,98;49586;EDUCA��O F�SICA;NOTURNO;Licenciatura;4;45;10;0;0;36.020,82;6.003,47;6.003,47;6.003,47;6.003,47;6.003,47;6.003,47;-;-;-;-;-;-;34.219,80;110%;5.703,30;5.703,30;5.703,30;5.703,30;5.703,30;5.703,30;-;-;-;-;-;-
2021;1;CRUZEIRO DO SUL EDUCACIONAL S.A.;159;62984091000102;UNIVERSIDADE CRUZEIRO DO SUL;221;Universidade;SP;S�o Paulo;POLO SP_PAULISTA;1085415;S�o Paulo;SP;S�o Paulo;35061;3515;Metropolitana de S�o Paulo;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM�CIA, NUTRI��O E CURSOS RELACIONADOS;120919;539,98;1427575;NUTRI��O;NOTURNO;Bacharelado;Autorizado;200;50;0;0;79.833,58;10.380,74;9.309,96;10.380,74;9.309,96;10.380,74;9.309,96;10.380,74;10.380,74;-;-;-;-;35.850,76;300%;3.959,47;3.959,66;4.415,08;4.335,55;4.834,21;4.441,69;4.952,55;4.952,55;-;-;-;-
2021;1;SOCIEDADE UNIFICADA DE ENSINO AUGUSTO MOTTA;199;34008227000103;CENTRO UNIVERSIT�RIO AUGUSTO MOTTA;277;Centro Universit�rio;RJ;Rio de Janeiro;UNIDADE BANGU;1043605;Rio de Janeiro;RJ;Rio de Janeiro;33018;3306;Metropolitana do Rio de Janeiro;CURSOS DA �REA DE ENGENHARIA E CI�NCIA DA COMPUTA��O;ENGENHARIA EL�TRICA, ELETR�NICA, DA COMPUTA��O E CURSOS RELACIONADOS;120260;451,20;1178674;ENGENHARIA EL�TRICA;NOTURNO;Bacharelado;4;60;10;10;0;40.800,00;4.080,00;4.080,00;4.080,00;4.080,00;4.080,00;4.080,00;4.080,00;4.080,00;4.080,00;4.080,00;-;-;39.576,00;100%;3.957,60;3.957,60;3.957,60;3.957,60;3.957,60;3.957,60;3.957,60;3.957,60;3.957,60;3.957,60;-;-
2021;1;UNIESP S.A;16134;19347410000131;FACULDADE DIADEMA;2257;Faculdade;SP;Diadema;UNIDADE SEDE;695520;Diadema;SP;S�o Paulo;35061;3515;Metropolitana de S�o Paulo;DIVERSAS �REAS;DIREITO, COM�RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;120989;560,72;57686;DIREITO;NOTURNO;Bacharelado;3;40;10;1;0;92.112,00;6.936,00;6.936,00;6.936,00;6.936,00;6.936,00;6.936,00;12.624,00;12.624,00;12.624,00;12.624,00;-;-;85.550,40;100%;6.242,40;6.242,40;6.242,40;6.242,40;6.242,40;6.242,40;12.024,00;12.024,00;12.024,00;12.024,00;-;-
2021;1;CRUZEIRO DO SUL EDUCACIONAL S.A.;159;62984091000102;UNIVERSIDADE CRUZEIRO DO SUL;221;Universidade;SP;S�o Paulo;POLO SP_PAULISTA;1085415;S�o Paulo;SP;S�o Paulo;35061;3515;Metropolitana de S�o Paulo;CURSOS DA �REA DE ENGENHARIA E CI�NCIA DA COMPUTA��O;ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS;120945;573,34;1427560;ARQUITETURA E URBANISMO;NOTURNO;Bacharelado;Autorizado;200;50;0;0;111.183,46;11.473,39;10.289,91;11.473,39;10.289,91;11.473,39;10.289,91;11.473,39;11.473,39;11.473,39;11.473,39;-;-;50.123,95;300%;4.194,21;4.193,65;4.675,98;4.591,51;5.119,60;5.008,92;5.585,02;5.585,02;5.585,02;5.585,02;-;-
2021;1;FUNDACAO EDUCACIONAL MONSENHOR MESSIAS;84;25002155000198;CENTRO UNIVERSIT�RIO DE SETE LAGOAS;4962;Centro Universit�rio;MG;Sete Lagoas;CENTRO UNIVERSIT�RIO DE SETE LAGOAS;659976;Sete Lagoas;MG;Sete Lagoas;31027;3107;Metropolitana de Belo Horizonte;DIVERSAS �REAS;CI�NCIAS BIOL�GICAS (BEL), BIOMEDICINA, BIOTECNOLOGIA E CURSOS RELACIONADOS;119756;580,72;1267045;CI�NCIAS BIOL�GICAS;NOTURNO;Bacharelado;4;50;20;30;0;54.336,00;6.792,00;6.792,00;6.792,00;6.792,00;6.792,00;6.792,00;6.792,00;6.792,00;-;-;-;-;52.072,00;100%;6.509,00;6.509,00;6.509,00;6.509,00;6.509,00;6.509,00;6.509,00;6.509,00;-;-;-;-
2021;1;UNIESP S.A;16134;19347410000131;FACULDADE POLIT�CNICA DE CAMPINAS;3456;Faculdade;SP;Campinas;CAMPUS- CAMPINAS - FAZENDA SANTA C�NDIDA;705589;Campinas;SP;Campinas;35032;3507;Campinas;DIVERSAS �REAS;DIREITO, COM�RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;120641;590,94;80152;DIREITO;NOTURNO;Bacharelado;4;50;18;1;0;92.112,00;6.936,00;6.936,00;6.936,00;6.936,00;6.936,00;6.936,00;12.624,00;12.624,00;12.624,00;12.624,00;-;-;85.550,40;100%;6.242,40;6.242,40;6.242,40;6.242,40;6.242,40;6.242,40;12.024,00;12.024,00;12.024,00;12.024,00;-;-
2021;1;CEN - CENTRO DE ENSINO SUPERIOR E CAPACITACAO LTDA - EPP;16437;04895822000139;Faculdade Metropolitana de Horizonte;20532;Faculdade;CE;Horizonte;SEDE;1072424;Horizonte;CE;Pacajus;23017;2303;Metropolitana de Fortaleza;DIVERSAS �REAS;DAN�A, TEOLOGIA, M�DIAS SOCIAIS, DESIGN DE INTERIORES E CURSOS RELACIONADOS;118565;559,38;1441605;DESIGN DE MODA;NOTURNO;Tecnol�gico;4;100;20;80;0;11.340,00;2.700,00;2.700,00;2.970,00;2.970,00;-;-;-;-;-;-;-;-;10.206,00;100%;2.430,00;2.430,00;2.673,00;2.673,00;-;-;-;-;-;-;-;-
2021;1;UNIESP S.A;16134;19347410000131;INSTITUTO DE ENSINO SUPERIOR DE BAURU;1816;Faculdade;SP;Bauru;SEDE;1073165;Bauru;SP;Bauru;35020;3504;Bauru;DIVERSAS �REAS;DIREITO, COM�RCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS;120496;675,46;74188;DIREITO;NOTURNO;Bacharelado;4;100;38;1;0;67.464,00;5.040,00;6.936,00;6.936,00;6.936,00;6.936,00;6.936,00;6.936,00;6.936,00;6.936,00;6.936,00;-;-;62.355,60;100%;4.536,00;6.424,40;6.424,40;6.424,40;6.424,40;6.424,40;6.424,40;6.424,40;6.424,40;6.424,40;-;-
2021;1;GRUPO DOM BOSCO LTDA;1240;41478561000188;CENTRO UNIVERSIT�RIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO;1885;Centro Universit�rio;MA;S�o Lu�s;CAMPUS- S�O LU�S - RENASCEN�A;658845;S�o Lu�s;MA;Aglomera��o Urbana de S�o Lu�s;21002;2101;Norte Maranhense;DIVERSAS �REAS;CI�NCIAS SOCIAIS, POL�TICAS, ECON�MICAS E CONT�BEIS, PSICOLOGIA E SECRETARIADO;118299;459,48;58700;CI�NCIAS CONT�BEIS;NOTURNO;Bacharelado;5;100;20;10;2;40.080,00;5.010,00;5.010,00;5.010,00;5.010,00;5.010,00;5.010,00;5.010,00;5.010,00;-;-;-;-;32.064,00;100%;4.008,00;4.008,00;4.008,00;4.008,00;4.008,00;4.008,00;4.008,00;4.008,00;-;-;-;-
2021;1;SER EDUCACIONAL S.A.;1847;04986320000113;CENTRO UNIVERSIT�RIO MAUR�CIO DE NASSAU;2835;Centro Universit�rio;PE;Recife;UNINASSAU - Sede;659319;Recife;PE;Recife;26017;2605;Metropolitana de Recife;CURSOS DA AREA DE SAUDE;ENFERMAGEM, FISIOTERAPIA, FARM�CIA, NUTRI��O E CURSOS RELACIONADOS;118975;565,36;74312;FISIOTERAPIA;NOTURNO;Bacharelado;4;120;48;0;2;87.516,30;8.751,63;8.751,63;8.751,63;8.751,63;8.751,63;8.751,63;8.751,63;8.751,63;8.751,63;8.751,63;-;-;35.006,50;140%;3.500,65;3.500,65;3.500,65;3.500,65;3.500,65;3.500,65;3.500,65;3.500,65;3.500,65;3.500,65;-;-
